title,real_abstract,generated_abstract,bleu_score,rouge_score,lime_score,meteor_score
Intersection Bodies and Generalized Cosine Transforms,"  Intersection bodies represent a remarkable class of geometric objects
associated with sections of star bodies and invoking
  Radon transforms, generalized cosine transforms, and the relevant Fourier
analysis. The main focus of this article is interrelation between generalized
cosine transforms of different kinds in the context of their application to
investigation of a certain family of intersection bodies, which we call
$\lam$-intersection bodies. The latter include $k$-intersection bodies (in the
sense of A. Koldobsky) and unit balls of finite-dimensional subspaces of
$L_p$-spaces. In particular, we show that restrictions onto lower dimensional
subspaces of the spherical Radon transforms and the generalized cosine
transforms preserve their integral-geometric structure. We apply this result to
the study of sections of $\lam$-intersection bodies. New characterizations of
this class of bodies are obtained and examples are given. We also review some
known facts and give them new proofs.
",sequences trans exets routinely betterarc accuracy inter cell famousarc accuracy data outcome trans paper step general code trans automism knowledge stateheart mathematical underpin numerical illustrate computational performance multimensional trans takes novel encoding improvingcl model trans course waves well assemblingated automization well Slanes number computational trans also techniques us gain computational Several includeging movingbit basic pro motion goal in procedure general Painve loopver implementation machine Several provedforms hybrid include findingsreedreereal proved results trans carried simulations large trans field computational switching applicationscale electric fields circuit hybrid circuit gates performance data trans box performance performance evaluations robust compared measurements trans micro Besides techniques performancerans future expected measurements concernret implemented show speed trans mach applications data yield exceeding computational higher speed upper average,0.0,0.043715841994685395,1.0,0.030998140111593308
On-line Viterbi Algorithm and Its Relationship to Random Walks,"  In this paper, we introduce the on-line Viterbi algorithm for decoding hidden
Markov models (HMMs) in much smaller than linear space. Our analysis on
two-state HMMs suggests that the expected maximum memory used to decode
sequence of length $n$ with $m$-state HMM can be as low as $\Theta(m\log n)$,
without a significant slow-down compared to the classical Viterbi algorithm.
Classical Viterbi algorithm requires $O(mn)$ space, which is impractical for
analysis of long DNA sequences (such as complete human genome chromosomes) and
for continuous data streams. We also experimentally demonstrate the performance
of the on-line Viterbi algorithm on a simple HMM for gene finding on both
simulated and real DNA sequences.
",compares random network ad networks game hence networked evolve size associated game particular role examples techniques usage importance growth importance lif competitivebased assuming network active research relevant user presence relevant consequently human geneticsi knowledge actual network number ie possible employed characterizationinteg random viewed game different network principles applicable entire lifans random results solid paper results introducing algorithm approxations regular algorithm variants notion elimination apply networks help available network source work original defining constants paper values time parameters percentage networks investigate developed algorithm contrast networkling well size random model introduced network well linkology reed existing data channel results least pages page collaborative,0.0,0.03658536085663364,1.0,0.04528301886792453
Experimental efforts in search of 76Ge Neutrinoless Double Beta Decay,"  Neutrinoless double beta decay is one of the most sensitive approaches in
non-accelerator particle physics to take us into a regime of physics beyond the
standard model. This article is a brief review of the experiments in search of
neutrinoless double beta decay from 76Ge. Following a brief introduction of the
process of double beta decay from 76Ge, the results of the very first
experiments IGEX and Heidelberg-Moscow which give indications of the existence
of possible neutrinoless double beta decay mode has been reviewed. Then ongoing
efforts to substantiate the early findings are presented and the Majorana
experiment as a future experimental approach which will allow a very detailed
study of the neutrinoless decay mode is discussed.
",largeton ratio existsagax trition second phase lower beginning phase phase report non active period days obtainedriness beta analysis employed strengths usingon demonstratedriness beta mode excluded in analysis exists transition space ns phase seenriness beta demonstrate values phase exists matter regions space mass parameter limited stable beta modeara neont early phase developmentdominateddominated linerane concepts discussed earlier led comparison technology s reed brief theoretical used lubric regime deline relative relative parameter suggestscontext probinga moderaining strategies study s modeyp shockressing phenomenon reveals s orientationh benchmark shows limitations regimeatch conductedco basedon output discussed,0.0,0.09655171913816911,1.0,0.05897219882055602
"Nilpotent symmetry invariance in the superfield formulation: the
  (non-)Abelian 1-form gauge theories","  We capture the off-shell as well as the on-shell nilpotent
Becchi-Rouet-Stora-Tyutin (BRST) and anti-BRST symmetry invariance of the
Lagrangian densities of the four (3 + 1)-dimensional (4D) (non-)Abelian 1-form
gauge theories within the framework of the superfield formalism. In particular,
we provide the geometrical interpretations for (i) the above nilpotent symmetry
invariance, and (ii) the above Lagrangian densities, in the language of the
specific quantities defined in the domain of the above superfield formalism.
Some of the subtle points, connected with the 4D (non-)Abelian 1-form gauge
theories, are clarified within the framework of the above superfield formalism
where the 4D ordinary gauge theories are considered on the (4, 2)-dimensional
supermanifold parametrized by the four spacetime coordinates x^\mu (with \mu =
0, 1, 2, 3) and a pair of Grassmannian variables \theta and \bar\theta. One of
the key results of our present investigation is a great deal of simplification
in the geometrical understanding of the nilpotent (anti-)BRST symmetry
invariance.
",fionsing super specificallylike studied avoid variety necessary beyondesing point constants in super framework integrating super formulation supersetry show antid certain superential twoc offagonal clean also various studying bos low gauge finduments obtained matrix transformations minimal possible constructing corresponding zeroel super make method working vacuum case possibilities corresponding flux min onoop along case expressions possible working vacuumor point vacuum values states associated transformations fieldinitions foam group classical super modelscond fine also near case super formal opens venue comparisons different treatments cases interest realization pair vacuumstring theory currents existin super model experiments critical theories dimensionaletime discussed severaling explicitly minimal near all model interesting non theory prohibit theoretical avoided method quant specific propertiesmeric theory definition warpedoeric also changing currents provide rich possible representationsal br corresponding dynamicsatzion dynamicsallyetric models possible different respectation achieved specific,0.0,0.06091370059006973,1.0,0.036958817317845824
Littlewood-Richardson polynomials,"  We introduce a family of rings of symmetric functions depending on an
infinite sequence of parameters. A distinguished basis of such a ring is
comprised by analogues of the Schur functions. The corresponding structure
coefficients are polynomials in the parameters which we call the
Littlewood-Richardson polynomials. We give a combinatorial rule for their
calculation by modifying an earlier result of B. Sagan and the author. The new
rule provides a formula for these polynomials which is manifestly positive in
the sense of W. Graham. We apply this formula for the calculation of the
product of equivariant Schubert classes on Grassmannians which implies a
stability property of the structure coefficients. The first manifestly positive
formula for such an expansion was given by A. Knutson and T. Tao by using
combinatorics of puzzles while the stability property was not apparent from
that formula. We also use the Littlewood-Richardson polynomials to describe the
multiplication rule in the algebra of the Casimir elements for the general
linear Lie algebra in the basis of the quantum immanants constructed by A.
Okounkov and G. Olshanski.
",robust assumptions spown bornlyn spown inf seed quars shocks model assumed best bornondicient ie onset dredup exponentially life spownionsnova convert kinetic energy hydrogen large kinetic calledreliv gas drop takenov type spowniblhole formation non analysis suggest stabilityreliv no guarantee energy developedfieldceler tests provide answer questions provide size immediate answer questions answer returned energy not spown propagation period overall budget time question cluster around whether mayy small irregularities lowocity may spown formdaysighteros region also order accurate adopted evolutionenergy hypothesis year estate noniv quiperic suggests host cold environment exist core single day long correlated need magnitude year average around speculate might experience another measurea parameters mass rotateKeian halting due discosity extinction reached times predicts amplitude yr energy depletion quantum burst foundms flatuity supplies answer missing function predict performance standard observation immediate flash mode may however slow orbital min preher addssrahhen stable,0.0,0.03587443450622443,1.0,0.030203185063152112
"Lagrangian quantum field theory in momentum picture. IV. Commutation
  relations for free fields","  Possible (algebraic) commutation relations in the Lagrangian quantum theory
of free (scalar, spinor and vector) fields are considered from mathematical
view-point. As sources of these relations are employed the Heisenberg
equations/relations for the dynamical variables and a specific condition for
uniqueness of the operators of the dynamical variables (with respect to some
class of Lagrangians). The paracommutation relations or some their
generalizations are pointed as the most general ones that entail the validity
of all Heisenberg equations. The simultaneous fulfillment of the Heisenberg
equations and the uniqueness requirement turn to be impossible. This problem is
solved via a redefinition of the dynamical variables, similar to the normal
ordering procedure and containing it as a special case. That implies
corresponding changes in the admissible commutation relations. The introduction
of the concept of the vacuum makes narrow the class of the possible commutation
relations; in particular, the mentioned redefinition of the dynamical variables
is reduced to normal ordering. As a last restriction on that class is imposed
the requirement for existing of an effective procedure for calculating vacuum
mean values. The standard bilinear commutation relations are pointed as the
only known ones that satisfy all of the mentioned conditions and do not
contradict to the existing data.
",uss in dynam nonag found logic nonag extendedivitycommative fields discussed way involve number measured takenorial theory equivalent perceived authors coordinatesq showing twoel vertex isisms quantum leads set equation operators distincticctionsnov particular offagonal viewed way manifestationors approach particles way consider motion naturally comm degreeant corresponds representation procedure under connection functional concept inible quantum theoryifying interval function take exposed definitionum show describes particle breaking withinositeasoid theory moving twoarks taking unnecessary averaging allows standard physics code corresponding state originalprintsknown commonly connect fieldsinitionsasationra associated cohology suggests theory network starting balanced aroundin calculations us approach construction possible IEric necessary given writing particle whole rather theory describe equations fields methods in mathematical sheds fundamental functioning concepts practices collision terms connection complex developed part application setting suggests he related mechanics concepts literature give rather original never text platform work complete defining definition fields life may resulting useful applications understanding comput defineda full mathematics form theory using quantumact considered problems dealing mere applications theory formulationsefined problems predictingorsrefive studied rich including properties networks properties mathematical emphasis shift,0.0,0.10038609546727115,1.0,0.07097069597069597
Anisotropic thermo-elasticity in 2D -- Part I: A unified approach,"  In this note we develop tools and techniques for the treatment of anisotropic
thermo-elasticity in two space dimensions. We use a diagonalisation technique
to obtain properties of the characteristic roots of the full symbol of the
system in order to prove $L^p$--$L^q$ decay rates for its solutions.
",equation based works approx particle conf potential help famous features dynamicsy Although techniques significant underlying mechanics assumption favors standard particle noise underlyingexc thresholdymotic property average time performy Basedumer simulation showing particle satisfilyable simple mass stationary feasible modelicle sto,0.0,0.026666661674667597,1.0,0.037523452157598496
I-V characteristics of the vortex state in MgB2 thin films,"  The current-voltage (I-V) characteristics of various MgB2 films have been
studied at different magnetic fields parallel to c-axis. At fields \mu0H
between 0 and 5T, vortex liquid-glass transitions were found in the I-V
isotherms. Consistently, the I-V curves measured at different temperatures show
a scaling behavior in the framework of quasi-two-dimension (quasi-2D) vortex
glass theory. However, at \mu0 H >= 5T, a finite dissipation was observed down
to the lowest temperature here, T=1.7K, and the I-V isotherms did not scale in
terms of any known scaling law, of any dimensionality. We suggest that this may
be caused by a mixture of \sigma band vortices and \pi band quasiparticles.
Interestingly, the I-V curves at zero magnetic field can still be scaled
according to the quasi-2D vortex glass formalism, indicating an equivalent
effect of self-field due to persistent current and applied magnetic field.
",b vortex resist magnetodlect material anat large a cosological magnet realized many sufferediferagnetic systems shown Ys several onsetivityulations vortex multro periodO produced resist observed ratio resist increasesivity state quite recovered conducting materialsSR ms increasingivitySR followed change excellent found unusual resist madeva leaving crystall core magnetail number effect normal value normal negative insteadasarticles vortex mass value stateateconduct state dominatedinal decreasev critical multro growth much ones compelling science accounting behavior observedivity oxygen found superivityodain contrastless vortex magnetdriven inst charts magnetic multip resist arising originalled along seffield persistent formationinitorHi results seemodven discovered unusual resist dimensions comparable properties completelyodlect magnetic acting supering temperatureconduct strong,0.0,0.08602150041334286,1.0,0.04519044544867656
Magnetic Fingerprints of sub-100 nm Fe Nanodots,"  Sub-100 nm nanomagnets not only are technologically important, but also
exhibit complex magnetization reversal behaviors as their dimensions are
comparable to typical magnetic domain wall widths. Here we capture magnetic
""fingerprints"" of 1 billion Fe nanodots as they undergo a single domain to
vortex state transition, using a first-order reversal curve (FORC) method. As
the nanodot size increases from 52 nm to 67 nm, the FORC diagrams reveal
striking differences, despite only subtle changes in their major hysteresis
loops. The 52 nm nanodots exhibit single domain behavior and the coercivity
distribution extracted from the FORC distribution agrees well with a
calculation based on the measured nanodot size distribution. The 58 and 67 nm
nanodots exhibit vortex states, where the nucleation and annihilation of the
vortices are manifested as butterfly-like features in the FORC distribution and
confirmed by micromagnetic simulations. Furthermore, the FORC method gives
quantitative measures of the magnetic phase fractions, and vortex nucleation
and annihilation fields.
",recognition fields microid applications precisionfastization prototyp scanninging domain designed accuracy range order performanceolimeters data use core algorithms evidence class domain accuracy previously sensors average found larger system without s weakedge performance wave set average error least knowledge domain paper statistical given considering applying thesis analysis allows develop interface fabric performance illustrated gains non network random testing reveals system data parallel accuracy applied domain using values accuracy intrinsic sub built core includes domain length size number underest relevant errors errors observed behavior number inputs increase number predictedfield sub typical resultsas used intrinsic due limitations singleetersccity theory revis issues accuracyased domain operating detection nanost interfaces demonstrated presents finite processing numbers performed agreement simulations using domain show exhibits improvedol surface report results using lithhericages used different different responses many domain limit improvementms values accuracy much energy component dominant may compared reported system,0.0,0.05633802318234962,1.0,0.052785923753665684
An online repository of Swift/XRT light curves of GRBs,"  Context. Swift data are revolutionising our understanding of Gamma Ray
Bursts. Since bursts fade rapidly, it is desirable to create and disseminate
accurate light curves rapidly.
  Aims. To provide the community with an online repository of X-ray light
curves obtained with Swift. The light curves should be of the quality expected
of published data, but automatically created and updated so as to be
self-consistent and rapidly available. Methods. We have produced a suite of
programs which automatically generates Swift/XRT light curves of GRBs. Effects
of the damage to the CCD, automatic readout-mode switching and pile-up are
appropriately handled, and the data are binned with variable bin durations, as
necessary for a fading source.
  Results. The light curve repository website
(http://www.swift.ac.uk/xrt_curves) contains light curves, hardness ratios and
deep images for every GRB which Swift's XRT has observed. When new GRBs are
detected, light curves are created and updated within minutes of the data
arriving at the UK Swift Science Data Centre.
",analogueativeathon recently libraries studentsying together Ees enhanceity techniquesaneous powerful study physics source paper httpssoruvelocityly software latent frequenciesinglyappableplates system respondlyible lowro potential complex user must dozens attempts resource intrinsically soon realistic eye expect scenarios solve objections largely limitationses existing technologies out large present technology presented capabilitiesesc waylous instead requiringro tools nonTEX administrators whole resource intrinsicallyivated support and devices two learning entire values using software primarily machine paper httpssoruvelocityoftoftgwelinageoptfup replication saferos un thread fast methods motivate Swift seldom paper new modes asynchronous problems onlineraly secure paperzingor modes simulations engineering presentsoft computing modes related designbrid methods may connection physical underlying machineations top suggest resource much existing useh networksic fundamentally fundamentally passive,0.0,0.028708128990637526,1.0,0.025510204081632654
